traj_idx,frame,x,y,alpha,D,state
1.0,0.0,125.15330873509738,111.77824585980467,1.5,1.5,2.0
1.0,1.0,123.29830173460361,113.01041043655022,1.5,1.5,2.0
1.0,2.0,123.04898207550146,116.33186157209268,1.5,1.5,2.0
1.0,3.0,120.85217285102398,117.06858573428617,1.5,1.5,2.0
1.0,4.0,120.16766104400969,116.83807731720073,1.5,1.5,2.0
1.0,5.0,121.25766897797467,118.66871567287434,1.5,1.5,2.0
1.0,6.0,121.73072136508395,118.78616686336028,1.5,1.5,2.0
1.0,7.0,118.13964443423019,116.94989255647981,1.5,1.5,2.0
1.0,8.0,119.44739234689489,116.87832359561102,1.5,1.5,2.0
1.0,9.0,120.57686140295066,117.00844945390425,1.5,1.5,2.0
1.0,10.0,122.6393659970339,114.28673750008478,1.5,1.5,2.0
1.0,11.0,124.06032481157432,110.05183993312976,1.5,1.5,2.0
1.0,12.0,124.41259893978057,110.14793621149484,1.5,1.5,2.0
1.0,13.0,126.23675739922189,109.49583922439882,1.5,1.5,2.0
1.0,14.0,125.53848760539772,108.83719074497348,1.5,1.5,2.0
1.0,15.0,122.70954136964471,106.71986368791988,1.5,1.5,2.0
1.0,16.0,121.07914522348902,106.21098758349511,1.5,1.5,2.0
1.0,17.0,121.47200311562568,104.58305995969808,1.5,1.5,2.0
1.0,18.0,121.19168149272926,104.21089181887712,1.5,1.5,2.0
1.0,19.0,121.94669844948778,104.20611526539093,1.5,1.5,2.0
1.0,20.0,121.97638414706387,102.3588216597261,1.5,1.5,2.0
1.0,21.0,120.95308058354807,101.58471615062386,1.5,1.5,2.0
1.0,22.0,121.00878652148207,100.26906028024713,1.5,1.5,2.0
1.0,23.0,123.2841143061612,96.74317993035811,1.5,1.5,2.0
1.0,24.0,121.67168224830392,94.95363244136756,1.5,1.5,2.0
1.0,25.0,123.03203740466803,97.02379482190595,1.5,1.5,2.0
1.0,26.0,124.37018674882366,98.17964413697867,1.5,1.5,2.0
1.0,27.0,123.1561489625026,100.93937215597434,1.5,1.5,2.0
1.0,28.0,123.09268617808632,100.71062127451889,1.5,1.5,2.0
1.0,29.0,124.6337863422011,101.89793638819181,1.5,1.5,2.0
1.0,30.0,124.15007090596848,104.20742327300393,1.5,1.5,2.0
1.0,31.0,121.0121455302513,102.281052440916,1.5,1.5,2.0
1.0,32.0,119.49009974649299,103.55696333060072,1.5,1.5,2.0
1.0,33.0,118.5562529581794,102.92561186716047,1.5,1.5,2.0
1.0,34.0,117.32717692381222,102.95457505069494,1.5,1.5,2.0
1.0,35.0,115.75868303687741,101.51080957011293,1.5,1.5,2.0
1.0,36.0,117.15311923281483,101.6320839053273,1.5,1.5,2.0
1.0,37.0,114.98360588227901,100.53090604051548,1.5,1.5,2.0
1.0,38.0,113.78644515461907,98.03929244221203,1.5,1.5,2.0
1.0,39.0,114.1087710034092,97.18930863612243,1.5,1.5,2.0
1.0,40.0,112.77618956358762,95.28834373286566,1.5,1.5,2.0
1.0,41.0,112.93778936652265,95.07722799750822,1.5,1.5,2.0
1.0,42.0,113.86403020955115,96.74844182785722,1.5,1.5,2.0
1.0,43.0,114.5150372623134,94.82170881299227,1.5,1.5,2.0
1.0,44.0,113.55774677339208,92.9169531355364,1.5,1.5,2.0
1.0,45.0,113.87496346793569,92.94035149655316,1.5,1.5,2.0
1.0,46.0,115.54559953502684,92.34270031596346,1.5,1.5,2.0
1.0,47.0,115.31262548308172,96.16276562032641,1.5,1.5,2.0
1.0,48.0,114.65131132461923,95.31547244218007,1.5,1.5,2.0
1.0,49.0,116.19062120410119,96.16772029072938,1.5,1.5,2.0
1.0,50.0,118.6778119314736,97.83432775932062,1.5,1.5,2.0
1.0,51.0,119.25632656384435,99.95158575169498,1.5,1.5,2.0
1.0,52.0,119.65971835266028,104.55950361429603,1.5,1.5,2.0
1.0,53.0,119.56677842043597,107.52580378873076,1.5,1.5,2.0
1.0,54.0,121.58735896233084,110.2084308176362,1.5,1.5,2.0
1.0,55.0,122.6300574867145,110.97402890744684,1.5,1.5,2.0
1.0,56.0,123.53129230046707,111.87069716238521,1.5,1.5,2.0
1.0,57.0,123.53369729741767,112.73525207361348,1.5,1.5,2.0
1.0,58.0,123.09937579607686,113.4485750400533,1.5,1.5,2.0
1.0,59.0,123.13739592923139,111.89740841998155,1.5,1.5,2.0
1.0,60.0,124.24471183591693,114.12572559424376,1.5,1.5,2.0
1.0,61.0,123.32589181029684,116.64059778917256,1.5,1.5,2.0
1.0,62.0,121.89853061724796,118.05868066414571,1.5,1.5,2.0
1.0,63.0,121.88741346467593,123.10916564475784,1.5,1.5,2.0
1.0,64.0,122.0488471255004,126.5854161618389,1.5,1.5,2.0
1.0,65.0,122.77383736376326,131.45658096650624,1.5,1.5,2.0
1.0,66.0,124.54599303724649,132.95397208624453,1.0,0.3,1.0
1.0,67.0,124.42836856971232,132.34452157666897,1.0,0.3,1.0
1.0,68.0,124.4978639822232,131.2296092064049,1.0,0.3,1.0
1.0,69.0,124.81673130050125,131.71188473642698,1.0,0.3,1.0
1.0,70.0,124.71938561337929,133.54956304987576,1.0,0.3,1.0
1.0,71.0,125.70292869448186,133.59284893104922,1.0,0.3,1.0
1.0,72.0,125.13608764029406,133.88901731815247,1.0,0.3,1.0
1.0,73.0,124.04960303444956,134.01019872112147,1.0,0.3,1.0
1.0,74.0,123.82248223694586,133.90930731976826,1.0,0.3,1.0
1.0,75.0,123.93168671974361,132.98400779766072,1.0,0.3,1.0
1.0,76.0,124.22434436062832,132.82019632963446,1.0,0.3,1.0
1.0,77.0,124.16796462902727,133.86714685071493,1.0,0.3,1.0
1.0,78.0,123.7272530483663,133.9346632388892,1.0,0.3,1.0
1.0,79.0,123.59694597094021,133.26686335374725,1.0,0.3,1.0
1.0,80.0,124.01029518886764,133.28990307051282,1.0,0.3,1.0
1.0,81.0,123.41168996742137,131.29752680797696,1.0,0.3,1.0
1.0,82.0,123.1063358036453,130.01926491534215,1.0,0.3,1.0
1.0,83.0,123.04300559518582,130.47387429816763,1.0,0.3,1.0
1.0,84.0,123.47160978403777,130.37133549654527,1.0,0.3,1.0
1.0,85.0,123.53071385744039,131.24205616151065,1.0,0.3,1.0
1.0,86.0,123.18547146219947,131.4658786627018,1.0,0.3,1.0
1.0,87.0,123.76209013477393,131.1813922319135,1.0,0.3,1.0
1.0,88.0,126.10459196966653,132.33736212105555,1.0,0.3,1.0
1.0,89.0,128.0417375118917,132.7875278851238,1.0,0.3,1.0
1.0,90.0,127.20639603540683,133.6868720722868,1.0,0.3,1.0
1.0,91.0,127.70626780438631,134.01005633659875,1.0,0.3,1.0
1.0,92.0,128.02689828804824,134.88922199285668,1.0,0.3,1.0
1.0,93.0,127.59577029658601,134.9349960932257,1.0,0.3,1.0
1.0,94.0,128.0705952913457,135.00298713675224,1.0,0.3,1.0
1.0,95.0,127.7673274839936,135.87303873047375,1.0,0.3,1.0
1.0,96.0,126.8300441560196,136.42443975422114,1.0,0.3,1.0
1.0,97.0,127.72403806277194,136.30214139715338,1.0,0.3,1.0
1.0,98.0,127.12762118751408,135.65566192883443,1.0,0.3,1.0
1.0,99.0,127.59539300725524,134.90463591345747,1.0,0.3,1.0
1.0,100.0,128.81293064656998,135.521604599277,1.0,0.3,1.0
1.0,101.0,128.24761010064233,135.6733479673888,1.0,0.3,1.0
1.0,102.0,126.96904704168739,134.6210129636877,1.0,0.3,1.0
