traj_idx,frame,x,y,alpha,D,state
0.0,0.0,150.54881402698047,86.99938227302442,0.5,0.1,2.0
0.0,1.0,149.7888903283706,87.21079018885051,0.5,0.1,2.0
0.0,2.0,149.30515627764441,86.44606593025388,0.5,0.1,2.0
0.0,3.0,148.54390642912745,88.82626580838216,1.0,1.0,2.0
0.0,4.0,147.36564768304166,88.41405200248154,1.0,1.0,2.0
0.0,5.0,147.250839230756,89.55066698453729,1.0,1.0,2.0
0.0,6.0,146.93449823896665,90.26722889197673,1.0,1.0,2.0
0.0,7.0,145.88936576899215,91.37934286521853,1.0,1.0,2.0
0.0,8.0,147.26040335156534,90.02952842677956,1.0,1.0,2.0
0.0,9.0,148.10186746882815,90.72485326488997,1.0,1.0,2.0
0.0,10.0,148.2008530578624,91.26317655341522,1.0,1.0,2.0
0.0,11.0,148.16461792750312,90.77128079265424,1.0,1.0,2.0
0.0,12.0,147.18595074883956,92.52364752831028,1.0,1.0,2.0
0.0,13.0,147.5537062649494,91.99792929369453,1.0,1.0,2.0
0.0,14.0,146.44459486955833,94.08808437321183,1.0,1.0,2.0
0.0,15.0,146.8551388661248,93.39482687993896,1.0,1.0,2.0
0.0,16.0,145.2278446999739,91.0875918228764,1.0,1.0,2.0
0.0,17.0,145.65824984613894,91.89056364372884,1.0,1.0,2.0
0.0,18.0,146.54379760116973,92.06080274483236,1.0,1.0,2.0
0.0,19.0,146.85607313275256,92.24135747910638,1.0,1.0,2.0
0.0,20.0,146.42746620754036,92.20079968943824,1.0,1.0,2.0
0.0,21.0,146.15288486652787,89.51676030244876,1.0,1.0,2.0
0.0,22.0,146.53804988786587,89.49550617195513,1.0,1.0,2.0
0.0,23.0,146.6096167387473,89.44899202698767,1.0,1.0,2.0
0.0,24.0,145.5935410864285,90.92663217140525,1.0,1.0,2.0
0.0,25.0,144.57366367090836,89.03542863879252,1.0,1.0,2.0
0.0,26.0,144.71658164339613,88.39010737717452,1.0,1.0,2.0
0.0,27.0,144.36403070494563,86.63677821896493,1.0,1.0,2.0
0.0,28.0,146.93557216273982,83.19228075835395,1.0,1.0,2.0
0.0,29.0,147.44496451975803,83.83406602822082,1.0,1.0,2.0
0.0,30.0,148.04626215709808,83.83929116607908,1.0,1.0,2.0
0.0,31.0,149.78561537947053,82.2890918434716,1.0,1.0,2.0
0.0,32.0,149.93223192904009,83.35022986658001,1.0,1.0,2.0
0.0,33.0,151.29154348186208,81.59167076257928,1.0,1.0,2.0
0.0,34.0,151.49241309241225,81.43719336893392,1.0,1.0,2.0
0.0,35.0,151.50470788017935,81.50082361934115,1.0,1.0,2.0
0.0,36.0,150.89336352401438,82.22853175927096,1.0,1.0,2.0
0.0,37.0,150.04691106603786,82.85651163138192,1.0,1.0,2.0
0.0,38.0,152.1512549919091,81.69133659321639,1.0,1.0,2.0
0.0,39.0,151.93033964520714,80.24861651868132,1.0,1.0,2.0
0.0,40.0,151.86833663312277,80.67270621962152,0.5,0.1,2.0
0.0,41.0,149.07416122393238,78.90760078870599,0.5,0.1,2.0
0.0,42.0,148.81246383515946,78.95261103943707,0.5,0.1,2.0
0.0,43.0,148.0760035971466,78.8750372202959,0.5,0.1,2.0
0.0,44.0,148.8473592345793,78.4310944857016,0.5,0.1,2.0
0.0,45.0,150.95762856548728,77.83773891724965,0.5,0.1,2.0
0.0,46.0,151.73597867672257,77.1889372944627,0.5,0.1,2.0
