traj_idx,frame,x,y,alpha,D,state
25.0,113.0,70.72400250668167,88.1841823027762,0.5,0.1,2.0
25.0,114.0,70.84648846053024,88.05455021520592,0.5,0.1,2.0
25.0,115.0,70.6368669975806,91.1373196795135,0.5,0.1,2.0
25.0,116.0,70.56180388810168,91.79667951453426,0.5,0.1,2.0
25.0,117.0,70.43520236597467,92.28974369278767,0.5,0.1,2.0
25.0,118.0,72.11799398704301,91.66513101260522,0.5,0.1,2.0
25.0,119.0,72.12928871550861,91.63393735267042,0.5,0.1,2.0
25.0,120.0,72.7143004336404,91.45285095997275,0.5,0.1,2.0
25.0,121.0,71.75603466558817,93.33058998858925,0.5,0.1,2.0
25.0,122.0,74.70080988951034,92.19805663110564,0.5,0.1,2.0
25.0,123.0,74.28009583534576,91.88960451252203,0.5,0.1,2.0
25.0,124.0,71.7382979421902,92.58823057152283,0.5,0.1,2.0
25.0,125.0,71.01684037545073,92.27470519419943,0.5,0.1,2.0
25.0,126.0,72.09794440575911,91.50433424381373,0.5,0.1,2.0
25.0,127.0,71.8794299988233,91.13924750643176,0.5,0.1,2.0
25.0,128.0,71.01001900034821,92.5149324710198,1.0,1.0,2.0
25.0,129.0,70.61332243269018,92.69477529999348,1.0,1.0,2.0
25.0,130.0,71.25829780771507,94.07750341891852,1.0,1.0,2.0
25.0,131.0,69.36480225361821,94.3481036150558,1.0,1.0,2.0
25.0,132.0,68.17619407462914,93.21988582504498,1.0,1.0,2.0
25.0,133.0,66.45892687403342,93.91667397251634,1.0,1.0,2.0
25.0,134.0,65.91191318055425,91.08659748817759,1.0,1.0,2.0
25.0,135.0,65.4973221860063,91.15905322114263,0.5,0.1,2.0
25.0,136.0,65.14034356192185,90.5427044609331,0.5,0.1,2.0
25.0,137.0,65.49930114716447,91.05595226619623,0.5,0.1,2.0
25.0,138.0,65.21358902648198,91.49503507480082,0.5,0.1,2.0
25.0,139.0,65.08106857529201,91.1207523675138,0.5,0.1,2.0
25.0,140.0,60.709366373143276,90.7601918032342,0.5,0.1,2.0
25.0,141.0,61.6034917397607,90.52573996683881,0.5,0.1,2.0
25.0,142.0,61.45355351164716,90.56414787879041,0.5,0.1,2.0
25.0,143.0,61.3428312418185,90.37304559462659,0.5,0.1,2.0
25.0,144.0,61.31100995029458,90.08512571954498,0.5,0.1,2.0
25.0,145.0,60.65327221190751,88.79001077987324,0.5,0.1,2.0
