traj_idx,frame,x,y,alpha,D,state
0.0,0.0,84.8959402043926,71.01945914912827,0.9,1.5,2.0
0.0,1.0,83.04612080302212,72.68604196451075,0.9,1.5,2.0
0.0,2.0,83.08511971094467,74.23844741792321,0.9,1.5,2.0
0.0,3.0,85.73389006075737,74.93888071328224,0.9,1.5,2.0
0.0,4.0,85.12712481841247,75.12588687343153,0.9,1.5,2.0
0.0,5.0,84.70369907202826,74.40817577366582,0.9,1.5,2.0
0.0,6.0,86.14954271102091,74.50955983104758,0.9,1.5,2.0
0.0,7.0,83.31674227152494,76.85132655854459,0.9,1.5,2.0
0.0,8.0,86.1134546305368,78.18845689100479,0.9,1.5,2.0
0.0,9.0,83.27570120812551,77.74710103746452,0.9,1.5,2.0
0.0,10.0,82.73318504390049,77.31083812199695,0.9,1.5,2.0
0.0,11.0,82.9874056318142,78.42302904526214,0.9,1.5,2.0
0.0,12.0,81.26045142738708,78.63309403645786,0.9,1.5,2.0
0.0,13.0,82.19937534649648,79.27369801663767,0.9,1.5,2.0
0.0,14.0,82.5149589748362,77.24207381990665,0.9,1.5,2.0
0.0,15.0,83.21718091430908,77.73055881355118,0.9,1.5,2.0
0.0,16.0,81.82729763746042,79.18344431621321,0.9,1.5,2.0
0.0,17.0,78.54945273456711,78.0727508043379,0.9,1.5,2.0
0.0,18.0,77.97965741136431,78.9592851358303,0.9,1.5,2.0
0.0,19.0,77.26365002930528,76.72969242704436,0.9,1.5,2.0
0.0,20.0,75.07163326030584,79.51622577895165,0.9,1.5,2.0
0.0,21.0,72.9766624909284,79.11168817079039,0.5,0.3,1.0
0.0,22.0,73.60844583506595,79.49625987491154,0.5,0.3,1.0
0.0,23.0,73.35555699460852,79.56863350633735,0.5,0.3,1.0
0.0,24.0,72.64745598486287,78.9241807331336,0.5,0.3,1.0
0.0,25.0,73.77088411680008,79.83586245011769,0.5,0.3,1.0
0.0,26.0,72.9850871967529,80.64015464285333,0.5,0.3,1.0
0.0,27.0,73.01372646143308,81.79620971560684,0.5,0.3,1.0
0.0,28.0,73.0740354658857,79.29558547190878,0.5,0.3,1.0
0.0,29.0,73.01965889030585,79.922320445876,0.5,0.3,1.0
0.0,30.0,72.83529089205317,79.3938516123391,0.5,0.3,1.0
0.0,31.0,70.96573178884069,80.29482598363853,0.5,0.3,1.0
0.0,32.0,71.49747937761283,80.16182955722809,0.5,0.3,1.0
0.0,33.0,72.93375640272706,79.16215227874108,0.5,0.3,1.0
0.0,34.0,71.40523113657969,77.89701486714571,0.5,0.3,1.0
0.0,35.0,70.71571335485497,77.62500981534623,0.5,0.3,1.0
0.0,36.0,71.48737815309107,78.77735289437784,0.5,0.3,1.0
0.0,37.0,70.73963360536666,79.23183811661791,0.5,0.3,1.0
0.0,38.0,70.23530246490097,79.43673667612786,0.5,0.3,1.0
0.0,39.0,69.6735370624646,78.48608243634618,0.5,0.3,1.0
0.0,40.0,70.20914932140768,79.12644378819266,0.5,0.3,1.0
0.0,41.0,70.51452243998764,78.46056167902834,0.5,0.3,1.0
0.0,42.0,71.02521664505235,79.17855082735657,0.5,0.3,1.0
0.0,43.0,70.78599681001738,79.59159192752176,0.5,0.3,1.0
0.0,44.0,71.61390632042355,79.04203347158898,0.5,0.3,1.0
0.0,45.0,71.52799804810091,79.91047398326805,0.5,0.3,1.0
0.0,46.0,72.80932544473293,80.05480555933832,0.5,0.3,1.0
0.0,47.0,71.80284291806205,79.31924904534681,0.5,0.3,1.0
0.0,48.0,71.96870767866369,79.69041760770646,0.5,0.3,1.0
0.0,49.0,71.57150923528236,79.69211665805837,0.5,0.3,1.0
0.0,50.0,72.1212364025906,80.55537166585125,0.5,0.3,1.0
0.0,51.0,71.73779415750532,79.77390892028167,0.5,0.3,1.0
0.0,52.0,72.6309561131965,79.65693641985769,0.5,0.3,1.0
0.0,53.0,71.05442986193863,80.88966015053053,0.5,0.3,1.0
0.0,54.0,72.04653942961933,79.3028512875587,0.5,0.3,1.0
0.0,55.0,72.26689729634023,79.83325499083526,0.5,0.3,1.0
0.0,56.0,71.11959305433274,79.85020361739657,0.5,0.3,1.0
0.0,57.0,72.15578102519878,79.49358494539099,0.5,0.3,1.0
0.0,58.0,71.63279171745457,80.3639238422592,0.5,0.3,1.0
0.0,59.0,71.66463213139298,79.24045848715299,0.5,0.3,1.0
0.0,60.0,73.08640186232466,79.04643376221044,0.5,0.3,1.0
