traj_idx,frame,x,y,alpha,D,state
4.0,0.0,124.30462696065767,92.00594739663242,0.7981597984087218,1.1143766989352528,2.0
4.0,1.0,121.35376643952819,93.88382220378992,0.7981597984087218,1.1143766989352528,2.0
4.0,2.0,121.4862702979913,95.84504829535308,0.7981597984087218,1.1143766989352528,2.0
4.0,3.0,120.17246110106868,93.49181105530586,0.7981597984087218,1.1143766989352528,2.0
4.0,4.0,120.85629024146178,95.45598197223185,0.7981597984087218,1.1143766989352528,2.0
4.0,5.0,119.58693143998306,96.38760842259752,0.7981597984087218,1.1143766989352528,2.0
4.0,6.0,122.2778913186856,96.30441141459087,0.7981597984087218,1.1143766989352528,2.0
4.0,7.0,120.79349361832764,96.90200623375202,0.7981597984087218,1.1143766989352528,2.0
4.0,8.0,120.25676495564146,95.94330914612434,0.7981597984087218,1.1143766989352528,2.0
4.0,9.0,121.73261372133007,96.14289797428631,0.7981597984087218,1.1143766989352528,2.0
4.0,10.0,121.70328708570355,95.92638678330377,0.7981597984087218,1.1143766989352528,2.0
4.0,11.0,121.68877467861428,96.49741478508936,0.7981597984087218,1.1143766989352528,2.0
4.0,12.0,122.5210878657827,94.90615091646113,0.7981597984087218,1.1143766989352528,2.0
4.0,13.0,120.84797162857299,95.72245024435809,0.7981597984087218,1.1143766989352528,2.0
4.0,14.0,121.02493019214593,95.21636716761056,0.7981597984087218,1.1143766989352528,2.0
4.0,15.0,121.30129780946787,95.36959572611346,0.7981597984087218,1.1143766989352528,2.0
4.0,16.0,119.45377793892293,94.45149508700861,0.7981597984087218,1.1143766989352528,2.0
4.0,17.0,119.2272188109862,94.50785907004457,0.7981597984087218,1.1143766989352528,2.0
4.0,18.0,120.97879379794644,95.92451741696718,0.7981597984087218,1.1143766989352528,2.0
4.0,19.0,121.59186119939676,97.40424692041273,0.7981597984087218,1.1143766989352528,2.0
4.0,20.0,123.27963791151703,95.2626743946717,0.7981597984087218,1.1143766989352528,2.0
4.0,21.0,120.38865713173459,93.79533487414497,0.7981597984087218,1.1143766989352528,2.0
4.0,22.0,122.81873512838692,94.03506879812694,0.7981597984087218,1.1143766989352528,2.0
4.0,23.0,121.54857638453701,94.24688417532204,0.7981597984087218,1.1143766989352528,2.0
4.0,24.0,122.34485739642005,95.16461640121396,0.7981597984087218,1.1143766989352528,2.0
4.0,25.0,118.55727053095984,95.29475002225314,0.7981597984087218,1.1143766989352528,2.0
4.0,26.0,117.80862408102375,94.8124810827887,0.7981597984087218,1.1143766989352528,2.0
4.0,27.0,117.49451832575488,95.44314805503399,0.7981597984087218,1.1143766989352528,2.0
4.0,28.0,117.83388497628464,95.48737826872903,0.7981597984087218,1.1143766989352528,2.0
4.0,29.0,116.34929900266518,97.38572449051486,0.7981597984087218,1.1143766989352528,2.0
4.0,30.0,117.34463822837074,99.47814327806454,0.7981597984087218,1.1143766989352528,2.0
4.0,31.0,118.91555642221927,98.27183901397389,0.7981597984087218,1.1143766989352528,2.0
4.0,32.0,120.147014790352,97.14509097830097,0.7981597984087218,1.1143766989352528,2.0
4.0,33.0,118.48911309063412,94.5186312520638,0.7981597984087218,1.1143766989352528,2.0
4.0,34.0,120.69952019844578,97.43908087142165,0.7981597984087218,1.1143766989352528,2.0
4.0,35.0,120.03958130576918,97.25047189728085,0.7981597984087218,1.1143766989352528,2.0
4.0,36.0,117.17323415988064,94.96611954104347,0.7981597984087218,1.1143766989352528,2.0
4.0,37.0,115.43657651840765,92.60980585693031,0.7981597984087218,1.1143766989352528,2.0
4.0,38.0,116.37625829060995,92.21270661232231,0.7981597984087218,1.1143766989352528,2.0
4.0,39.0,117.0658121689795,92.39279125505782,0.7981597984087218,1.1143766989352528,2.0
4.0,40.0,118.57875830991188,91.38490421265303,0.7981597984087218,1.1143766989352528,2.0
4.0,41.0,116.97468377654774,92.88997906419851,0.7981597984087218,1.1143766989352528,2.0
4.0,42.0,115.83265697455359,93.72319856118398,0.7981597984087218,1.1143766989352528,2.0
4.0,43.0,117.06838421378235,92.53765470968368,0.7981597984087218,1.1143766989352528,2.0
4.0,44.0,116.82386801896342,94.2570854059119,0.7981597984087218,1.1143766989352528,2.0
4.0,45.0,116.36582523613717,93.42420930742271,0.7981597984087218,1.1143766989352528,2.0
4.0,46.0,116.05681972446274,93.06670488199319,0.7981597984087218,1.1143766989352528,2.0
4.0,47.0,115.08191630143557,92.46255476947411,0.7981597984087218,1.1143766989352528,2.0
