traj_idx,frame,x,y,alpha,D,state
5.0,0.0,148.73174100361902,162.85139901704824,1.0,1.0,2.0
5.0,1.0,148.50076452578415,161.9858117845405,1.0,1.0,2.0
5.0,2.0,148.20832262963378,159.81149812357117,1.0,1.0,2.0
5.0,3.0,148.2363580274197,159.75063629336063,0.0,0.0,0.0
5.0,4.0,148.32321043815878,159.73340243153683,0.0,0.0,0.0
5.0,5.0,148.1949307019167,159.55849734232999,0.0,0.0,0.0
5.0,6.0,148.1779307284097,159.81683924082182,0.0,0.0,0.0
5.0,7.0,148.16512011695798,159.64659552897606,0.0,0.0,0.0
5.0,8.0,148.13584789952407,159.75700400115164,0.0,0.0,0.0
5.0,9.0,147.9465109483093,159.63165405928456,0.0,0.0,0.0
5.0,10.0,148.1977475656491,159.84584088112854,0.0,0.0,0.0
5.0,11.0,148.11092280457635,159.8591442871725,0.0,0.0,0.0
5.0,12.0,148.1853772437409,159.71008630196636,0.0,0.0,0.0
5.0,13.0,148.167576905195,159.854252688028,0.0,0.0,0.0
5.0,14.0,148.1525857514451,159.88701076347658,0.0,0.0,0.0
5.0,15.0,147.96565989783113,159.76886684535444,0.0,0.0,0.0
5.0,16.0,148.2170695443225,159.77903090428683,0.0,0.0,0.0
5.0,17.0,148.03588125371584,159.6291790684167,0.0,0.0,0.0
5.0,18.0,148.4872150186929,159.69878797955332,0.0,0.0,0.0
5.0,19.0,148.27534135399702,159.70670447335436,0.0,0.0,0.0
5.0,20.0,148.46568420905024,159.85888233850412,0.0,0.0,0.0
5.0,21.0,148.32420977536813,159.91272086327947,0.0,0.0,0.0
5.0,22.0,148.1914618740283,159.72191267747232,0.0,0.0,0.0
5.0,23.0,148.26811418376178,159.77266140559684,0.0,0.0,0.0
5.0,24.0,148.41579045128225,159.80473506982491,0.0,0.0,0.0
5.0,25.0,148.33874740026792,159.75580618929965,0.0,0.0,0.0
5.0,26.0,148.25288409197725,159.75881514753027,0.0,0.0,0.0
5.0,27.0,148.21202770941534,159.6902743794629,0.0,0.0,0.0
5.0,28.0,148.27507460077473,159.76746687079435,0.0,0.0,0.0
5.0,29.0,148.2582579229477,159.7194650808022,0.0,0.0,0.0
